invoice_id,customer_id,issue_date,due_date,invoice_amount,currency,status,invoice_type,channel,created_at
INV-00547,CUST-0030,2025-11-18,2025-12-18,50838.9,USD,paid,recurring,online,2025-11-18
INV-00548,CUST-0020,2025-07-09,2025-08-08,78196.61,USD,open,one_time,offline,2025-07-09
INV-00549,CUST-0057,2025-08-18,2025-09-17,36900.13,USD,open,one_time,online,2025-08-18
INV-00550,CUST-0077,2025-08-14,2025-08-29,17100.11,USD,open,one_time,offline,2025-08-14
INV-00551,CUST-0022,2025-11-18,2025-12-18,69037.79,USD,paid,one_time,offline,2025-11-18
INV-00552,CUST-0067,2025-06-20,2025-07-20,34668.43,USD,open,recurring,online,2025-06-20
INV-00553,CUST-0084,2025-11-04,2025-11-19,28574.4,USD,open,one_time,online,2025-11-04
INV-00554,CUST-0071,2025-12-09,2026-01-08,10341.78,USD,open,one_time,offline,2025-12-09
INV-00555,CUST-0073,2025-12-17,2026-01-16,115812.24,USD,open,recurring,offline,2025-12-17
INV-00556,CUST-0094,2025-11-01,2025-12-01,28718.02,USD,paid,one_time,offline,2025-11-01
INV-00557,CUST-0088,2025-07-11,2025-08-10,41837.84,USD,open,recurring,online,2025-07-11
INV-00558,CUST-0032,2025-10-16,2025-12-15,27419.11,USD,paid,recurring,offline,2025-10-16
INV-00559,CUST-0077,2025-09-14,2025-09-29,15763.01,USD,paid,milestone,offline,2025-09-14
INV-00560,CUST-0035,2025-04-18,2025-06-02,7833.63,USD,open,one_time,offline,2025-04-18
INV-00561,CUST-0088,2025-04-04,2025-05-04,99290.75,USD,open,one_time,online,2025-04-04
INV-00562,CUST-0019,2025-09-12,2025-10-12,62237.31,USD,open,one_time,offline,2025-09-12
INV-00563,CUST-0010,2025-02-14,2025-03-01,29865.95,USD,open,one_time,online,2025-02-14
INV-00564,CUST-0003,2025-09-03,2025-10-18,43959.75,USD,paid,recurring,online,2025-09-03
INV-00565,CUST-0028,2025-07-10,2025-08-24,31207.54,USD,paid,one_time,online,2025-07-10
INV-00566,CUST-0036,2025-10-09,2025-10-24,18002.3,USD,paid,one_time,online,2025-10-09
INV-00567,CUST-0046,2025-05-16,2025-07-15,29412.71,USD,paid,recurring,offline,2025-05-16
INV-00568,CUST-0058,2025-08-14,2025-09-13,19406.79,USD,open,recurring,offline,2025-08-14
INV-00569,CUST-0018,2025-10-02,2025-11-16,59183.95,USD,paid,one_time,online,2025-10-02
INV-00570,CUST-0039,2025-11-11,2025-11-26,89092.59,USD,paid,one_time,offline,2025-11-11
INV-00571,CUST-0016,2025-07-10,2025-08-24,9522.48,USD,paid,milestone,online,2025-07-10
INV-00572,CUST-0024,2026-01-26,2026-02-25,37238.05,USD,paid,milestone,offline,2026-01-26
INV-00573,CUST-0085,2025-12-28,2026-01-27,41306.26,USD,paid,recurring,online,2025-12-28
INV-00574,CUST-0041,2025-03-22,2025-05-06,20396.78,USD,open,one_time,online,2025-03-22
INV-00575,CUST-0019,2025-08-16,2025-09-15,32382.42,USD,paid,one_time,online,2025-08-16
INV-00576,CUST-0016,2025-07-09,2025-08-23,43937.91,USD,paid,one_time,offline,2025-07-09
INV-00577,CUST-0031,2025-08-08,2025-10-07,35233.25,USD,paid,one_time,offline,2025-08-08
INV-00578,CUST-0004,2025-05-07,2025-05-22,23197.07,USD,paid,one_time,offline,2025-05-07
INV-00579,CUST-0018,2025-10-10,2025-11-24,30471.21,USD,open,recurring,online,2025-10-10
INV-00580,CUST-0022,2025-12-20,2026-01-19,94031.0,USD,open,recurring,online,2025-12-20
INV-00581,CUST-0085,2025-02-19,2025-03-21,34938.93,USD,open,milestone,online,2025-02-19
INV-00582,CUST-0028,2025-05-11,2025-06-25,30453.43,USD,paid,one_time,offline,2025-05-11
INV-00583,CUST-0015,2025-11-12,2025-11-27,31513.99,USD,open,milestone,online,2025-11-12
INV-00584,CUST-0027,2025-07-08,2025-09-06,9020.17,USD,open,recurring,online,2025-07-08
INV-00585,CUST-0056,2025-05-18,2025-07-02,16321.31,USD,paid,recurring,online,2025-05-18
INV-00586,CUST-0022,2026-02-01,2026-03-03,98607.98,USD,paid,recurring,online,2026-02-01
INV-00587,CUST-0070,2025-11-01,2025-11-16,33931.86,USD,paid,one_time,online,2025-11-01
INV-00588,CUST-0056,2026-01-06,2026-02-20,78157.99,USD,open,recurring,offline,2026-01-06
INV-00589,CUST-0070,2025-05-07,2025-05-22,23118.55,USD,open,recurring,offline,2025-05-07
INV-00590,CUST-0038,2025-08-20,2025-09-19,53393.44,USD,open,recurring,online,2025-08-20
INV-00591,CUST-0062,2026-01-18,2026-02-17,38884.91,USD,paid,one_time,online,2026-01-18
INV-00592,CUST-0094,2025-10-10,2025-11-09,46701.17,USD,paid,one_time,offline,2025-10-10
INV-00593,CUST-0087,2025-11-12,2026-01-11,10827.4,USD,open,recurring,online,2025-11-12
INV-00594,CUST-0044,2025-11-21,2026-01-20,46620.11,USD,paid,one_time,online,2025-11-21
INV-00595,CUST-0035,2025-10-03,2025-11-17,35526.34,USD,open,recurring,online,2025-10-03
INV-00596,CUST-0016,2025-06-03,2025-07-18,12712.99,USD,open,one_time,offline,2025-06-03
INV-00597,CUST-0044,2025-08-29,2025-10-28,31841.47,USD,open,recurring,online,2025-08-29
INV-00598,CUST-0008,2025-09-30,2025-10-15,47268.61,USD,open,recurring,online,2025-09-30
INV-00599,CUST-0061,2025-05-21,2025-06-05,29541.88,USD,paid,one_time,offline,2025-05-21
INV-00600,CUST-0008,2026-01-06,2026-01-21,60802.22,USD,paid,one_time,offline,2026-01-06
INV-00601,CUST-0072,2025-04-07,2025-04-22,29002.88,USD,open,one_time,online,2025-04-07
INV-00602,CUST-0075,2025-07-06,2025-09-04,7989.57,USD,paid,one_time,online,2025-07-06
INV-00603,CUST-0062,2025-09-08,2025-10-08,86235.68,USD,paid,one_time,online,2025-09-08
INV-00604,CUST-0100,2025-07-29,2025-08-13,27909.22,USD,open,recurring,offline,2025-07-29
INV-00605,CUST-0028,2025-07-26,2025-09-09,17022.62,USD,open,recurring,online,2025-07-26
INV-00606,CUST-0036,2025-04-03,2025-04-18,60911.87,USD,open,one_time,online,2025-04-03
INV-00607,CUST-0088,2025-07-07,2025-08-06,46487.59,USD,paid,one_time,online,2025-07-07
INV-00608,CUST-0037,2025-08-15,2025-09-29,11122.58,USD,paid,recurring,offline,2025-08-15
INV-00609,CUST-0036,2025-10-06,2025-10-21,79373.98,USD,open,recurring,online,2025-10-06
INV-00610,CUST-0049,2025-05-12,2025-07-11,61850.81,USD,paid,one_time,online,2025-05-12
INV-00611,CUST-0058,2026-01-30,2026-03-01,33428.16,USD,open,recurring,online,2026-01-30
INV-00612,CUST-0096,2026-01-07,2026-02-06,15698.59,USD,open,one_time,offline,2026-01-07
INV-00613,CUST-0033,2025-09-20,2025-11-19,19758.77,USD,open,one_time,online,2025-09-20
INV-00614,CUST-0010,2025-10-31,2025-11-15,79157.72,USD,open,recurring,offline,2025-10-31
INV-00615,CUST-0030,2025-12-07,2026-01-06,36695.59,USD,open,recurring,online,2025-12-07
INV-00616,CUST-0010,2025-07-31,2025-08-15,57487.75,USD,open,recurring,online,2025-07-31
INV-00617,CUST-0031,2025-08-16,2025-10-15,41701.95,USD,open,recurring,offline,2025-08-16
INV-00618,CUST-0086,2025-11-11,2026-01-10,89569.55,USD,paid,one_time,online,2025-11-11
INV-00619,CUST-0055,2025-09-12,2025-09-27,79555.9,USD,paid,recurring,offline,2025-09-12
INV-00620,CUST-0058,2025-04-04,2025-05-04,29830.65,USD,open,one_time,online,2025-04-04
INV-00621,CUST-0077,2025-12-25,2026-01-09,15576.06,USD,open,recurring,offline,2025-12-25
INV-00622,CUST-0010,2025-07-29,2025-08-13,50133.83,USD,paid,recurring,offline,2025-07-29
INV-00623,CUST-0026,2025-08-05,2025-09-19,67409.71,USD,paid,one_time,online,2025-08-05
INV-00624,CUST-0001,2025-04-21,2025-05-21,25046.41,USD,paid,recurring,offline,2025-04-21
INV-00625,CUST-0056,2025-08-01,2025-09-15,12235.85,USD,paid,recurring,offline,2025-08-01
INV-00626,CUST-0092,2025-10-25,2025-12-24,23560.36,USD,paid,recurring,offline,2025-10-25
INV-00627,CUST-0059,2025-06-17,2025-08-01,108609.08,USD,open,one_time,online,2025-06-17
INV-00628,CUST-0075,2025-05-11,2025-07-10,46704.93,USD,open,recurring,offline,2025-05-11
INV-00629,CUST-0065,2025-05-07,2025-06-06,30433.07,USD,open,one_time,online,2025-05-07
INV-00630,CUST-0070,2025-04-07,2025-04-22,5516.84,USD,open,milestone,online,2025-04-07
INV-00631,CUST-0018,2025-07-22,2025-09-05,54072.66,USD,open,one_time,offline,2025-07-22
INV-00632,CUST-0011,2026-01-13,2026-02-12,5538.77,USD,open,recurring,offline,2026-01-13
INV-00633,CUST-0070,2025-04-24,2025-05-09,9973.61,USD,paid,milestone,offline,2025-04-24
INV-00634,CUST-0096,2025-09-03,2025-10-03,28647.11,USD,paid,milestone,offline,2025-09-03
INV-00635,CUST-0088,2025-04-02,2025-05-02,97161.33,USD,open,one_time,online,2025-04-02
INV-00636,CUST-0076,2025-09-16,2025-10-16,71463.35,USD,open,recurring,offline,2025-09-16
INV-00637,CUST-0087,2025-07-06,2025-09-04,27274.81,USD,open,recurring,offline,2025-07-06
INV-00638,CUST-0031,2025-03-17,2025-05-16,63471.45,USD,open,one_time,online,2025-03-17
INV-00639,CUST-0061,2025-05-21,2025-06-05,11368.26,USD,open,one_time,online,2025-05-21
INV-00640,CUST-0061,2025-03-18,2025-04-02,21378.14,USD,open,one_time,online,2025-03-18
INV-00641,CUST-0083,2025-08-14,2025-10-13,70573.04,USD,paid,recurring,offline,2025-08-14
INV-00642,CUST-0090,2025-05-10,2025-06-24,14151.22,USD,open,one_time,offline,2025-05-10
INV-00643,CUST-0065,2025-02-28,2025-03-30,27496.26,USD,open,milestone,offline,2025-02-28
INV-00644,CUST-0023,2025-05-31,2025-06-15,28489.98,USD,paid,one_time,online,2025-05-31
INV-00645,CUST-0052,2025-05-03,2025-06-17,31677.48,USD,open,one_time,offline,2025-05-03
INV-00646,CUST-0013,2025-06-23,2025-08-22,50026.95,USD,paid,one_time,online,2025-06-23
INV-00647,CUST-0024,2025-03-27,2025-04-26,15913.66,USD,open,one_time,offline,2025-03-27
INV-00648,CUST-0061,2025-03-13,2025-03-28,24765.71,USD,open,recurring,online,2025-03-13
INV-00649,CUST-0038,2025-11-21,2025-12-21,67779.82,USD,paid,one_time,offline,2025-11-21
INV-00650,CUST-0094,2026-01-24,2026-02-23,36894.98,USD,open,milestone,online,2026-01-24
INV-00651,CUST-0074,2025-07-22,2025-08-21,18260.96,USD,open,milestone,offline,2025-07-22
INV-00652,CUST-0026,2025-04-06,2025-05-21,79894.09,USD,open,one_time,offline,2025-04-06
INV-00653,CUST-0090,2025-02-28,2025-04-14,16913.2,USD,paid,recurring,online,2025-02-28
INV-00654,CUST-0014,2025-12-11,2026-01-25,43301.6,USD,open,milestone,offline,2025-12-11
INV-00655,CUST-0084,2025-09-13,2025-09-28,61483.19,USD,paid,recurring,online,2025-09-13
INV-00656,CUST-0024,2025-06-16,2025-07-16,38942.15,USD,paid,milestone,online,2025-06-16
INV-00657,CUST-0057,2025-10-14,2025-11-13,84626.71,USD,open,one_time,online,2025-10-14
INV-00658,CUST-0060,2025-09-25,2025-10-10,8649.0,USD,paid,recurring,online,2025-09-25
INV-00659,CUST-0093,2025-04-13,2025-05-13,98507.83,USD,open,recurring,offline,2025-04-13
INV-00660,CUST-0069,2025-03-02,2025-04-01,12039.53,USD,open,milestone,online,2025-03-02
INV-00661,CUST-0009,2025-07-08,2025-07-23,6772.21,USD,open,one_time,online,2025-07-08
INV-00662,CUST-0074,2025-04-29,2025-05-29,11245.54,USD,open,one_time,online,2025-04-29
INV-00663,CUST-0082,2025-05-16,2025-06-30,36004.37,USD,open,one_time,offline,2025-05-16
INV-00664,CUST-0085,2025-10-01,2025-10-31,38622.5,USD,open,recurring,online,2025-10-01
INV-00665,CUST-0095,2025-12-31,2026-03-01,88295.47,USD,open,recurring,offline,2025-12-31
INV-00666,CUST-0016,2025-05-28,2025-07-12,9232.29,USD,open,milestone,online,2025-05-28
INV-00667,CUST-0007,2025-03-17,2025-05-16,95171.67,USD,open,one_time,offline,2025-03-17
INV-00668,CUST-0095,2025-02-26,2025-04-27,22335.0,USD,open,one_time,offline,2025-02-26
INV-00669,CUST-0040,2025-08-14,2025-10-13,48451.09,USD,open,one_time,offline,2025-08-14
INV-00670,CUST-0073,2025-09-17,2025-10-17,30046.87,USD,paid,recurring,offline,2025-09-17
INV-00671,CUST-0027,2025-03-21,2025-05-20,35291.2,USD,open,milestone,online,2025-03-21
INV-00672,CUST-0058,2025-12-29,2026-01-28,46931.51,USD,open,one_time,offline,2025-12-29
INV-00673,CUST-0033,2025-11-27,2026-01-26,15284.84,USD,open,recurring,online,2025-11-27
INV-00674,CUST-0097,2025-04-14,2025-05-29,63559.23,USD,open,recurring,online,2025-04-14
INV-00675,CUST-0093,2025-04-24,2025-05-24,25058.47,USD,open,recurring,online,2025-04-24
INV-00676,CUST-0061,2025-06-08,2025-06-23,21733.2,USD,open,one_time,online,2025-06-08
INV-00677,CUST-0054,2025-03-17,2025-05-16,12589.95,USD,open,recurring,offline,2025-03-17
INV-00678,CUST-0051,2025-07-27,2025-08-11,14368.41,USD,paid,one_time,online,2025-07-27
INV-00679,CUST-0051,2025-06-03,2025-06-18,28341.24,USD,paid,one_time,online,2025-06-03
INV-00680,CUST-0038,2025-10-19,2025-11-18,65889.44,USD,paid,one_time,offline,2025-10-19
INV-00681,CUST-0050,2026-01-28,2026-03-29,23055.78,USD,open,recurring,offline,2026-01-28
INV-00682,CUST-0043,2025-03-17,2025-04-16,61884.96,USD,open,recurring,offline,2025-03-17
INV-00683,CUST-0097,2025-03-10,2025-04-24,87138.04,USD,open,one_time,offline,2025-03-10
INV-00684,CUST-0016,2025-07-29,2025-09-12,19508.5,USD,paid,milestone,offline,2025-07-29
INV-00685,CUST-0006,2026-01-20,2026-02-19,19024.33,USD,paid,one_time,offline,2026-01-20
INV-00686,CUST-0045,2026-02-02,2026-04-03,68235.2,USD,open,recurring,online,2026-02-02
INV-00687,CUST-0023,2025-04-08,2025-04-23,30191.98,USD,paid,one_time,offline,2025-04-08
INV-00688,CUST-0060,2025-11-24,2025-12-09,18063.42,USD,open,one_time,offline,2025-11-24
INV-00689,CUST-0004,2025-10-19,2025-11-03,18684.33,USD,paid,one_time,online,2025-10-19
INV-00690,CUST-0045,2025-05-09,2025-07-08,61667.7,USD,open,one_time,offline,2025-05-09
INV-00691,CUST-0060,2025-04-04,2025-04-19,25611.5,USD,open,one_time,offline,2025-04-04
INV-00692,CUST-0044,2025-11-15,2026-01-14,46447.31,USD,paid,recurring,offline,2025-11-15
INV-00693,CUST-0089,2025-05-31,2025-07-15,14077.28,USD,paid,one_time,online,2025-05-31
INV-00694,CUST-0040,2025-05-15,2025-07-14,42054.0,USD,open,recurring,offline,2025-05-15
INV-00695,CUST-0003,2025-02-16,2025-04-02,59633.1,USD,open,recurring,online,2025-02-16
INV-00696,CUST-0005,2025-09-21,2025-11-05,26890.0,USD,open,recurring,online,2025-09-21
INV-00697,CUST-0029,2025-05-06,2025-05-21,34894.25,USD,paid,one_time,online,2025-05-06
INV-00698,CUST-0098,2025-07-22,2025-09-05,27110.51,USD,paid,recurring,online,2025-07-22
INV-00699,CUST-0030,2025-09-02,2025-10-02,41973.16,USD,open,recurring,offline,2025-09-02
INV-00700,CUST-0059,2025-05-10,2025-06-24,99546.38,USD,open,one_time,online,2025-05-10
INV-00701,CUST-0086,2025-07-15,2025-09-13,77901.05,USD,paid,recurring,online,2025-07-15
INV-00702,CUST-0009,2025-10-27,2025-11-11,30698.33,USD,open,recurring,offline,2025-10-27
INV-00703,CUST-0046,2025-12-05,2026-02-03,16322.47,USD,open,recurring,offline,2025-12-05
INV-00704,CUST-0007,2025-08-05,2025-10-04,34253.51,USD,open,one_time,online,2025-08-05
INV-00705,CUST-0044,2025-10-11,2025-12-10,31176.86,USD,open,recurring,online,2025-10-11
INV-00706,CUST-0022,2025-03-03,2025-04-02,47595.61,USD,paid,one_time,offline,2025-03-03
INV-00707,CUST-0020,2025-05-27,2025-06-26,65528.84,USD,open,recurring,online,2025-05-27
INV-00708,CUST-0061,2025-03-19,2025-04-03,7940.61,USD,open,one_time,offline,2025-03-19
INV-00709,CUST-0078,2025-05-23,2025-07-22,42139.22,USD,open,recurring,online,2025-05-23
INV-00710,CUST-0089,2025-06-16,2025-07-31,58837.76,USD,open,recurring,online,2025-06-16
INV-00711,CUST-0086,2026-01-18,2026-03-19,79489.69,USD,paid,recurring,offline,2026-01-18
INV-00712,CUST-0091,2025-07-04,2025-08-18,24634.67,USD,paid,recurring,offline,2025-07-04
INV-00713,CUST-0069,2025-10-05,2025-11-04,46352.47,USD,paid,milestone,offline,2025-10-05
INV-00714,CUST-0037,2025-09-21,2025-11-05,16023.55,USD,open,recurring,online,2025-09-21
INV-00715,CUST-0025,2025-04-15,2025-04-30,6980.62,USD,open,one_time,online,2025-04-15
INV-00716,CUST-0049,2025-09-07,2025-11-06,73646.37,USD,open,one_time,online,2025-09-07
INV-00717,CUST-0014,2025-11-09,2025-12-24,37072.5,USD,paid,milestone,offline,2025-11-09
INV-00718,CUST-0047,2025-06-24,2025-08-08,45204.4,USD,paid,recurring,offline,2025-06-24
INV-00719,CUST-0100,2026-02-04,2026-02-19,18178.85,USD,open,recurring,offline,2026-02-04
INV-00720,CUST-0080,2026-01-21,2026-02-05,93303.14,USD,paid,recurring,offline,2026-01-21
INV-00721,CUST-0022,2026-01-18,2026-02-17,47431.42,USD,open,one_time,offline,2026-01-18
INV-00722,CUST-0020,2025-08-01,2025-08-31,52351.93,USD,paid,recurring,online,2025-08-01
INV-00723,CUST-0065,2025-10-24,2025-11-23,22420.81,USD,paid,one_time,online,2025-10-24
INV-00724,CUST-0088,2025-02-16,2025-03-18,89274.28,USD,open,one_time,online,2025-02-16
INV-00725,CUST-0021,2025-09-15,2025-10-30,27646.47,USD,paid,recurring,offline,2025-09-15
INV-00726,CUST-0069,2025-09-06,2025-10-06,31704.43,USD,paid,one_time,online,2025-09-06
INV-00727,CUST-0076,2025-05-10,2025-06-09,76014.79,USD,open,recurring,online,2025-05-10
INV-00728,CUST-0052,2026-01-13,2026-02-27,59799.41,USD,open,one_time,online,2026-01-13
INV-00729,CUST-0062,2025-04-27,2025-05-27,15991.34,USD,open,one_time,online,2025-04-27
INV-00730,CUST-0072,2025-06-30,2025-07-15,23885.92,USD,open,milestone,online,2025-06-30
INV-00731,CUST-0100,2025-08-25,2025-09-09,22808.28,USD,open,milestone,offline,2025-08-25
INV-00732,CUST-0081,2025-03-23,2025-05-07,6346.33,USD,open,one_time,offline,2025-03-23
INV-00733,CUST-0097,2025-06-23,2025-08-07,108773.01,USD,open,one_time,online,2025-06-23
INV-00734,CUST-0077,2025-05-16,2025-05-31,11777.88,USD,paid,milestone,online,2025-05-16
INV-00735,CUST-0055,2025-07-09,2025-07-24,27454.64,USD,open,recurring,offline,2025-07-09
INV-00736,CUST-0073,2025-06-05,2025-07-05,48239.0,USD,open,recurring,offline,2025-06-05
INV-00737,CUST-0061,2025-05-27,2025-06-11,5804.23,USD,open,one_time,online,2025-05-27
INV-00738,CUST-0002,2025-11-22,2025-12-22,26216.42,USD,open,recurring,offline,2025-11-22
INV-00739,CUST-0029,2026-01-24,2026-02-08,16543.44,USD,open,one_time,online,2026-01-24
INV-00740,CUST-0028,2025-04-10,2025-05-25,30475.19,USD,paid,recurring,online,2025-04-10
INV-00741,CUST-0009,2025-12-15,2025-12-30,13151.3,USD,paid,one_time,online,2025-12-15
INV-00742,CUST-0081,2025-04-18,2025-06-02,36903.97,USD,paid,recurring,offline,2025-04-18
INV-00743,CUST-0070,2025-07-21,2025-08-05,15097.47,USD,open,recurring,online,2025-07-21
INV-00744,CUST-0011,2025-09-16,2025-10-16,7816.93,USD,paid,recurring,offline,2025-09-16
INV-00745,CUST-0099,2025-08-30,2025-09-14,36307.28,USD,open,recurring,online,2025-08-30
INV-00746,CUST-0005,2025-03-18,2025-05-02,69615.9,USD,paid,one_time,online,2025-03-18
INV-00747,CUST-0045,2025-11-05,2026-01-04,118053.11,USD,paid,recurring,online,2025-11-05
INV-00748,CUST-0063,2025-04-29,2025-05-14,8393.53,USD,open,recurring,online,2025-04-29
INV-00749,CUST-0008,2025-08-31,2025-09-15,53546.72,USD,open,one_time,offline,2025-08-31
INV-00750,CUST-0049,2025-10-31,2025-12-30,53903.34,USD,paid,recurring,offline,2025-10-31
INV-00751,CUST-0024,2025-09-02,2025-10-02,33534.55,USD,open,recurring,offline,2025-09-02
INV-00752,CUST-0026,2025-07-16,2025-08-30,52414.02,USD,open,one_time,online,2025-07-16
INV-00753,CUST-0089,2025-06-18,2025-08-02,41074.3,USD,open,one_time,online,2025-06-18
INV-00754,CUST-0087,2025-05-19,2025-07-18,29580.17,USD,paid,one_time,online,2025-05-19
INV-00755,CUST-0042,2025-04-16,2025-05-31,26116.44,USD,paid,one_time,online,2025-04-16
INV-00756,CUST-0056,2025-05-01,2025-06-15,55715.5,USD,paid,recurring,offline,2025-05-01
INV-00757,CUST-0075,2025-03-12,2025-05-11,29593.14,USD,open,one_time,online,2025-03-12
INV-00758,CUST-0090,2026-02-01,2026-03-18,29601.95,USD,paid,recurring,online,2026-02-01
INV-00759,CUST-0065,2025-12-02,2026-01-01,7551.87,USD,paid,recurring,online,2025-12-02
INV-00760,CUST-0034,2025-04-08,2025-05-23,42335.93,USD,open,recurring,offline,2025-04-08
INV-00761,CUST-0030,2025-05-02,2025-06-01,65840.23,USD,open,recurring,offline,2025-05-02
INV-00762,CUST-0016,2025-11-10,2025-12-25,9278.31,USD,open,milestone,online,2025-11-10
INV-00763,CUST-0072,2025-12-01,2025-12-16,26494.73,USD,paid,recurring,online,2025-12-01
INV-00764,CUST-0070,2025-07-06,2025-07-21,24170.73,USD,open,one_time,offline,2025-07-06
INV-00765,CUST-0014,2025-06-26,2025-08-10,20433.02,USD,open,one_time,online,2025-06-26
INV-00766,CUST-0043,2025-12-30,2026-01-29,103182.17,USD,open,recurring,offline,2025-12-30
INV-00767,CUST-0085,2025-10-20,2025-11-19,38472.76,USD,open,recurring,offline,2025-10-20
INV-00768,CUST-0010,2026-01-18,2026-02-02,59888.45,USD,paid,one_time,online,2026-01-18
INV-00769,CUST-0071,2025-06-20,2025-07-20,5963.63,USD,open,recurring,online,2025-06-20
INV-00770,CUST-0061,2025-08-11,2025-08-26,22114.05,USD,open,recurring,offline,2025-08-11
INV-00771,CUST-0053,2025-06-08,2025-08-07,22183.66,USD,open,one_time,online,2025-06-08
INV-00772,CUST-0008,2025-06-07,2025-06-22,36439.36,USD,open,recurring,online,2025-06-07
INV-00773,CUST-0002,2025-10-05,2025-11-04,8030.88,USD,open,recurring,online,2025-10-05
INV-00774,CUST-0017,2025-03-06,2025-03-21,52540.88,USD,open,one_time,offline,2025-03-06
INV-00775,CUST-0006,2025-06-15,2025-07-15,52784.49,USD,open,one_time,offline,2025-06-15
INV-00776,CUST-0078,2025-09-22,2025-11-21,48668.19,USD,open,one_time,online,2025-09-22
INV-00777,CUST-0078,2025-03-11,2025-05-10,43326.7,USD,open,one_time,offline,2025-03-11
INV-00778,CUST-0002,2025-05-08,2025-06-07,7664.81,USD,open,recurring,online,2025-05-08
INV-00779,CUST-0087,2025-11-19,2026-01-18,31953.19,USD,open,one_time,offline,2025-11-19
INV-00780,CUST-0047,2025-10-17,2025-12-01,95594.35,USD,open,one_time,offline,2025-10-17
INV-00781,CUST-0051,2025-11-07,2025-11-22,41754.03,USD,open,one_time,offline,2025-11-07
INV-00782,CUST-0025,2025-12-12,2025-12-27,34931.38,USD,paid,milestone,online,2025-12-12
INV-00783,CUST-0083,2025-03-13,2025-05-12,37265.54,USD,open,recurring,offline,2025-03-13
INV-00784,CUST-0032,2025-11-08,2026-01-07,27088.57,USD,open,one_time,online,2025-11-08
INV-00785,CUST-0087,2026-02-02,2026-04-03,13494.08,USD,open,one_time,online,2026-02-02
INV-00786,CUST-0060,2025-08-04,2025-08-19,17572.63,USD,paid,milestone,online,2025-08-04
INV-00787,CUST-0021,2025-12-15,2026-01-29,25806.01,USD,open,recurring,offline,2025-12-15
INV-00788,CUST-0098,2025-04-10,2025-05-25,32249.42,USD,open,milestone,online,2025-04-10
INV-00789,CUST-0064,2025-06-16,2025-07-16,62778.29,USD,open,one_time,online,2025-06-16
INV-00790,CUST-0071,2025-02-22,2025-03-24,9949.98,USD,paid,recurring,offline,2025-02-22
INV-00791,CUST-0001,2025-08-11,2025-09-10,23867.04,USD,paid,milestone,offline,2025-08-11
INV-00792,CUST-0071,2025-12-04,2026-01-03,28890.68,USD,open,milestone,online,2025-12-04
INV-00793,CUST-0028,2025-11-06,2025-12-21,13337.52,USD,paid,one_time,offline,2025-11-06
INV-00794,CUST-0098,2026-01-24,2026-03-10,26709.49,USD,open,one_time,offline,2026-01-24
INV-00795,CUST-0029,2026-02-06,2026-02-21,31528.86,USD,paid,one_time,offline,2026-02-06
INV-00796,CUST-0045,2025-04-01,2025-05-31,36072.4,USD,paid,one_time,online,2025-04-01
INV-00797,CUST-0010,2025-03-15,2025-03-30,97569.07,USD,paid,recurring,offline,2025-03-15
INV-00798,CUST-0055,2025-02-21,2025-03-08,28646.25,USD,paid,recurring,online,2025-02-21
INV-00799,CUST-0009,2025-11-19,2025-12-04,15281.76,USD,paid,one_time,offline,2025-11-19
INV-00800,CUST-0038,2025-06-21,2025-07-21,17156.65,USD,paid,recurring,online,2025-06-21
